0.35	9710	0.05	98.5393
0.45	5470	0.05	73.9594
0.55	3090	0.05	55.5878
0.65	1840	0.05	42.8952
0.75	1000	0.05	31.6228
0.85	636	0.05	25.219
0.95	380	0.05	19.4936
1.05	244	0.05	15.6205
1.15	157	0.05	12.53
1.3	87	0.1	9.32738
1.5	36	0.1	6.0
1.7	20	0.1	4.47
1.9	11	0.1	3.31662
2.25	2	0.25	1.44
2.75	1	0.25	1.0
